year,competition,location,event_label,boat_class,gender,distance_m,rank,athlete,country,time_raw,time_seconds,pct_gap_winner,pct_gap_K1H_ref
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,4,AKMENS Roberts,LAT,00:36.943,36.943,1.405,1.405
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,5,MATVEEV Nicholas,CAN,00:37.433,37.433,2.75,2.75
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,6,SANTOS Kevin,POR,00:37.629,37.629,3.288,3.288
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,7,CINTI Giacomo,ITA,00:37.711,37.711,3.513,3.513
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,8,DRAEGER Jonas,GER,00:37.945,37.945,4.156,4.156
2022,WCh,"Halifax, CAN",K1 men 200 m,K1,H,200,9,KAVELASHVILI Badri,GEO,00:38.547,38.547,5.808,5.808
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,1,CARRINGTON Lisa,NZL,00:41.940,41.94,0.0,15.122
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,2,OSTERMAN Anja,SLO,00:42.940,42.94,2.384,17.867
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,3,LUCZ Anna,HUN,00:43.090,43.09,2.742,18.278
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,4,Walczykiewicz Marta,POL,00:43.282,43.282,3.2,18.805
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,5,YIN Mengdie,CHN,00:43.632,43.632,4.034,19.766
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,6,Portela Teresa,POR,00:43.936,43.936,4.759,20.601
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,7,PAOLETTI Vanina,FRA,00:44.396,44.396,5.856,21.863
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,8,RUSSELL Michelle,CAN,00:44.424,44.424,5.923,21.94
2022,WCh,"Halifax, CAN",K1 women 200 m,K1,F,200,9,OLIVIER Esti,RSA,00:44.692,44.692,6.562,22.676
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,1,DOSTAL Josef,CZE,01:42.457,102.457,0.0,0.0
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,2,WESTHUYZEN Jean,AUS,01:43.577,103.577,1.093,1.093
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,3,Pimenta Fernando,POR,01:44.067,104.067,1.571,1.571
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,4,THORDSEN Jakob,GER,01:46.249,106.249,3.701,3.701
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,5,LESZCZYNSKI Wiktor,POL,01:46.447,106.447,3.894,3.894
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,6,KERNEN Dennis,SWE,01:47.572,107.572,4.992,4.992
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,7,CRENNA Mauro,ITA,01:48.945,108.945,6.332,6.332
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,8,RASK Thorbjorn,DEN,01:52.492,112.492,9.794,9.794
2022,WCh,"Halifax, CAN",K1 men 500 m,K1,H,500,9,COOPER Marcus,ESP,02:07.896,127.896,24.829,24.829
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,1,CARRINGTON Lisa,NZL,01:58.695,118.695,0.0,15.849
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,2,GOVORCINOVIC Anamaria,CRO,01:59.975,119.975,1.078,17.098
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,3,HAKE Jule,GER,02:00.305,120.305,1.356,17.42
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,4,PETERS HERMIEN,BEL,02:00.515,120.515,1.533,17.625
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,5,Bull Alyssa,AUS,02:00.628,120.628,1.629,17.735
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,6,OSTERMAN Anja,SLO,02:00.868,120.868,1.831,17.969
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,7,RENDESSY Eszter,HUN,02:01.065,121.065,1.997,18.162
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,8,JORGENSEN Emma,DEN,02:01.911,121.911,2.709,18.987
2022,WCh,"Halifax, CAN",K1 women 500 m,K1,F,500,9,YIN Mengdie,CHN,02:03.482,123.482,4.033,20.521
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,1,KOPASZ Balint,HUN,03:38.935,218.935,0.0,0.0
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,2,Pimenta Fernando,POR,03:38.988,218.988,0.024,0.024
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,3,SCHOPF Jacob,GER,03:40.275,220.275,0.612,0.612
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,4,GREEN Thomas,AUS,03:41.498,221.498,1.171,1.171
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,5,DOSTAL Josef,CZE,03:41.538,221.538,1.189,1.189
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,6,PETERS Artuur,BEL,03:41.845,221.845,1.329,1.329
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,7,VERNICE Agustin,ARG,03:42.042,222.042,1.419,1.419
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,8,CUBELOS Francisco,ESP,03:44.935,224.935,2.741,2.741
2022,WCh,"Halifax, CAN",K1 men 1.000 m,K1,H,1000,9,ZHANG Dong,CHN,03:45.255,225.255,2.887,2.887
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,1,Bull Alyssa,AUS,04:27.657,267.657,0.0,22.254
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,2,RENDESSY Eszter,HUN,04:28.970,268.97,0.491,22.854
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,3,GOVORCINOVIC Anamaria,CRO,04:33.624,273.624,2.229,24.98
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,4,ISKRZYCKA Justyna,POL,04:34.460,274.46,2.542,25.361
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,5,PALOUDOVA ANEZKA,CZE,04:38.211,278.211,3.943,27.075
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,6,FERNANDEZ Estefania,ESP,04:38.487,278.487,4.046,27.201
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,7,KNUDSEN Pernille,DEN,04:40.004,280.004,4.613,27.894
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,8,HERGERT Julia,GER,04:41.887,281.887,5.317,28.754
2022,WCh,"Halifax, CAN",K1 women 1.000 m,K1,F,1000,9,BURGO Irene,ITA,04:53.245,293.245,9.56,33.942
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,1,LINDBERG JOAKIM,SWE,21:34.261,1294.261,0.0,0.0
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,2,GROSSMANN Tamas,GER,21:51.399,1311.399,1.324,1.324
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,3,CUBELOS Francisco,ESP,21:54.462,1314.462,1.561,1.561
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,4,MCTAVISH Simon,CAN,22:03.718,1323.718,2.276,2.276
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,5,Zakrajsek Jost,SLO,22:16.346,1336.346,3.252,3.252
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,6,KEELING Mark,RSA,22:31.049,1351.049,4.388,4.388
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,7,RASK Thorbjorn,DEN,22:56.141,1376.141,6.326,6.326
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,8,NOÃ BÃLINT,HUN,22:56.683,1376.683,6.368,6.368
2022,WCh,"Halifax, CAN",K1 men 5.000 m,K1,H,5000,9,DORNER Milan,SVK,22:58.426,1378.426,6.503,6.503
2022,WCh,"Halifax, CAN",K1 women 5.000 m,K1,F,5000,1,KOHALMI Emese,HUN,23:56.443,1436.443,0.0,10.986
2022,WCh,"Halifax, CAN",K1 women 5.000 m,K1,F,5000,2,HAKE Jule,GER,24:00.174,1440.174,0.26,11.274
2022,WCh,"Halifax, CAN",K1 women 5.000 m,K1,F,5000,3,EGAN-SIMMONS Jennifer,IRL,24:41.516,1481.516,3.138,14.468
2022,WCh,"Halifax, CAN",K1 women 5.000 m,K1,F,5000,3,MIHALIK SÃ¡ra,FIN,24:41.516,1481.516,3.138,14.468
2022,WCh,"Halifax, CAN",K1 women 5.000 m,K1,F,5000,4,BROEKX LIZE,BEL,24:46.789,1486.789,3.505,14.876
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,1,KISS Blanka,HUN,00:38.764,38.764,0.0,6.404
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,1,LUCZ Anna,HUN,00:38.764,38.764,0.0,6.404
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,2,OUZANDE Sara,ESP,00:38.964,38.964,0.516,6.953
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,2,Portela Teresa,ESP,00:38.964,38.964,0.516,6.953
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,3,Langlois Andreanne,CAN,00:38.994,38.994,0.593,7.035
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,3,HREBACKA Toshka,CAN,00:38.994,38.994,0.593,7.035
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,4,Walczykiewicz Marta,POL,00:39.591,39.591,2.133,8.674
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,4,KOLODZIEJCZYK Katarzyna,POL,00:39.591,39.591,2.133,8.674
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,5,BEERE Ella,AUS,00:39.631,39.631,2.237,8.784
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,5,STEINEPREIS Yale,AUS,00:39.631,39.631,2.237,8.784
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,6,HORLOVA Anastasiya,UKR,00:40.049,40.049,3.315,9.931
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,6,KUKLINOVSKA Liudmyla,UKR,00:40.049,40.049,3.315,9.931
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,7,STENSILS Linnea,SWE,00:40.774,40.774,5.185,11.921
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,7,WIKBERG Moa,SWE,00:40.774,40.774,5.185,11.921
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,8,SEQUEIRA Candelaria,ARG,00:41.556,41.556,7.203,14.068
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,8,AZIZ Lucia,ARG,00:41.556,41.556,7.203,14.068
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,9,Alanis Karina,MEX,00:42.361,42.361,9.279,16.277
2022,WCh,"Halifax, CAN",K2 women 200 m,K2,F,200,9,Montemayor Maricela,MEX,00:42.361,42.361,9.279,16.277
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,1,Nadas Bence,HUN,01:34.987,94.987,0.0,-7.291
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,1,KOPASZ Balint,HUN,01:34.987,94.987,0.0,-7.291
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,2,MALDONIS Mindaugas,LTU,01:35.565,95.565,0.609,-6.727
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,2,Olijnik Andrej,LTU,01:35.565,95.565,0.609,-6.727
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,3,WESTHUYZEN Jean,AUS,01:35.853,95.853,0.912,-6.446
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,3,GREEN Thomas,AUS,01:35.853,95.853,0.912,-6.446
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,4,SPICAR Jakub,CZE,01:35.991,95.991,1.057,-6.311
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,4,Havel Daniel,CZE,01:35.991,95.991,1.057,-6.311
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,5,Ribeiro Joao,POR,01:37.426,97.426,2.568,-4.91
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,5,BAPTISTA Messias,POR,01:37.426,97.426,2.568,-4.91
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,6,KUKHARYK Oleh,UKR,01:37.530,97.53,2.677,-4.809
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,6,TRUNOV Igor,UKR,01:37.530,97.53,2.677,-4.809
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,7,ECKER Jonas,USA,01:37.604,97.604,2.755,-4.737
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,7,SMALL Aaron,USA,01:37.604,97.604,2.755,-4.737
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,8,Frank Felix,GER,01:37.854,97.854,3.018,-4.493
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,8,FLORSTEDT Moritz,GER,01:37.854,97.854,3.018,-4.493
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,9,Vlcek Erik,SVK,01:39.632,99.632,4.89,-2.757
2022,WCh,"Halifax, CAN",K2 men 500 m,K2,H,500,9,BOTEK Adam,SVK,01:39.632,99.632,4.89,-2.757
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,1,Bull Alyssa,AUS,01:39.488,99.488,0.0,-2.898
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,1,COLLINS Jackson,AUS,01:39.488,99.488,0.0,-2.898
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,2,Portela Teresa,POR,01:39.791,99.791,0.305,-2.602
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,2,Pimenta Fernando,POR,01:39.791,99.791,0.305,-2.602
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,3,SCHULTZ Tobias,GER,01:39.811,99.811,0.325,-2.583
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,3,ARFT Caroline,GER,01:39.811,99.811,0.325,-2.583
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,4,JORGENSEN Emma,DEN,01:41.403,101.403,1.925,-1.029
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,4,SIBBERSEN Magnus,DEN,01:41.403,101.403,1.925,-1.029
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,5,STENSILS Linnea,SWE,01:43.016,103.016,3.546,0.546
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,5,Menning Petter,SWE,01:43.016,103.016,3.546,0.546
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,6,KURUCZ Levente,HUN,01:44.976,104.976,5.516,2.459
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,6,GAZSO Alida,HUN,01:44.976,104.976,5.516,2.459
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,7,MALFESI Brian,CAN,01:45.609,105.609,6.153,3.076
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,7,Stott Courtney,CAN,01:45.609,105.609,6.153,3.076
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,8,MATSUSHIRO Ryuji,JPN,01:45.621,105.621,6.165,3.088
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,8,URADA Juri,JPN,01:45.621,105.621,6.165,3.088
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,9,SMALL Aaron,USA,01:45.631,105.631,6.175,3.098
2022,WCh,"Halifax, CAN",K2 mix 500 m,K2,MIX,500,9,WOLGAMOT Elena,USA,01:45.631,105.631,6.175,3.098
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,1,Naja Karolina,POL,01:49.879,109.879,0.0,7.244
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,1,PULAWSKA Anna,POL,01:49.879,109.879,0.0,7.244
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,2,PASZEK Paulina,GER,01:50.282,110.282,0.367,7.637
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,2,HAKE Jule,GER,01:50.282,110.282,0.367,7.637
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,3,PETERS HERMIEN,BEL,01:52.649,112.649,2.521,9.948
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,3,BROEKX LIZE,BEL,01:52.649,112.649,2.521,9.948
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,4,Hoskin Alicia,NZL,01:52.677,112.677,2.546,9.975
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,4,CARRINGTON Lisa,NZL,01:52.677,112.677,2.546,9.975
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,5,KERR Deborah,GBR,01:54.154,114.154,3.891,11.416
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,5,RUSSELL Emma,GBR,01:54.154,114.154,3.891,11.416
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,6,MATTHIESEN Frederikke,DEN,01:54.637,114.637,4.33,11.888
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,6,IVERSEN Bolette,DEN,01:54.637,114.637,4.33,11.888
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,7,HOSTENS MANON,FRA,01:55.849,115.849,5.433,13.071
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,7,JAMELOT Lea,FRA,01:55.849,115.849,5.433,13.071
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,8,STENSILS Linnea,SWE,01:55.864,115.864,5.447,13.085
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,8,WIKBERG Moa,SWE,01:55.864,115.864,5.447,13.085
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,9,Langlois Andreanne,CAN,01:56.794,116.794,6.293,13.993
2022,WCh,"Halifax, CAN",K2 women 500 m,K2,F,500,9,HREBACKA Toshka,CAN,01:56.794,116.794,6.293,13.993
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,1,Hiller Martin,GER,03:32.474,212.474,0.0,-2.951
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,1,GROSSMANN Tamas,GER,03:32.474,212.474,0.0,-2.951
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,2,BURGO Samuele,ITA,03:36.827,216.827,2.049,-0.963
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,2,SCHERA Andrea,ITA,03:36.827,216.827,2.049,-0.963
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,3,NOÃ BÃLINT,HUN,03:37.774,217.774,2.494,-0.53
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,3,Kulifai Tamas,HUN,03:37.774,217.774,2.494,-0.53
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,4,GRAVERSEN Morten,DEN,03:37.977,217.977,2.59,-0.438
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,4,JENSEN Simon,DEN,03:37.977,217.977,2.59,-0.438
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,5,BALAÅ½ Samuel,SVK,03:38.571,218.571,2.87,-0.166
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,5,MYSAK Denis,SVK,03:38.571,218.571,2.87,-0.166
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,6,WECKWERT Filip,POL,03:40.074,220.074,3.577,0.52
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,6,LESZCZYNSKI Wiktor,POL,03:40.074,220.074,3.577,0.52
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,7,Gorrotxategi Aitor,ESP,03:40.398,220.398,3.729,0.668
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,7,VAZQUEZ Pedro,ESP,03:40.398,220.398,3.729,0.668
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,8,Kukacka Vilem,CZE,03:40.794,220.794,3.916,0.849
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,8,Vorel Jan,CZE,03:40.794,220.794,3.916,0.849
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,9,LOW Cameron,CAN,03:47.455,227.455,7.051,3.892
2022,WCh,"Halifax, CAN",K2 men 1.000 m,K2,H,1000,9,MALFESI Brian,CAN,03:47.455,227.455,7.051,3.892
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,1,CRAVIOTTO Saul,ESP,01:20.836,80.836,0.0,-21.103
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,1,AREVALO Carlos,ESP,01:20.836,80.836,0.0,-21.103
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,1,COOPER Marcus,ESP,01:20.836,80.836,0.0,-21.103
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,1,GERMADE Rodrigo,ESP,01:20.836,80.836,0.0,-21.103
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,2,RENDSCHMIDT Max,GER,01:21.274,81.274,0.542,-20.675
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,2,LIEBSCHER Tom,GER,01:21.274,81.274,0.542,-20.675
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,2,SCHOPF Jacob,GER,01:21.274,81.274,0.542,-20.675
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,2,LEMKE Max,GER,01:21.274,81.274,0.542,-20.675
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,3,KUKHARYK Oleh,UKR,01:21.386,81.386,0.68,-20.566
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,3,DANYLENKO Dmytro,UKR,01:21.386,81.386,0.68,-20.566
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,3,TRUNOV Igor,UKR,01:21.386,81.386,0.68,-20.566
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,3,SEMYKIN Ivan,UKR,01:21.386,81.386,0.68,-20.566
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,4,BALAÅ½ Samuel,SVK,01:22.386,82.386,1.917,-19.59
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,4,MYSAK Denis,SVK,01:22.386,82.386,1.917,-19.59
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,4,ZALKA Csaba,SVK,01:22.386,82.386,1.917,-19.59
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,4,BOTEK Adam,SVK,01:22.386,82.386,1.917,-19.59
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,5,MATVEEV Nicholas,CAN,01:22.579,82.579,2.156,-19.401
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,5,POULIN Pierre,CAN,01:22.579,82.579,2.156,-19.401
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,5,LAVIGNE Laurent,CAN,01:22.579,82.579,2.156,-19.401
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,5,MCTAVISH Simon,CAN,01:22.579,82.579,2.156,-19.401
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,6,Burger Guillaume,FRA,01:22.681,82.681,2.282,-19.302
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,6,Beaumont Maxime,FRA,01:22.681,82.681,2.282,-19.302
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,6,KOCH Quilian,FRA,01:22.681,82.681,2.282,-19.302
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,6,DECORCHEMONT Guillaume,FRA,01:22.681,82.681,2.282,-19.302
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,7,Ribeiro Joao,POR,01:22.944,82.944,2.608,-19.045
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,7,BAPTISTA Messias,POR,01:22.944,82.944,2.608,-19.045
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,7,Silva Emanuel,POR,01:22.944,82.944,2.608,-19.045
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,7,VARELA David,POR,01:22.944,82.944,2.608,-19.045
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,8,STEPUN Jakub,POL,01:23.262,83.262,3.001,-18.735
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,8,Grabowski Bartosz,POL,01:23.262,83.262,3.001,-18.735
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,8,WITCZAK Slawomir,POL,01:23.262,83.262,3.001,-18.735
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,8,MICHALSKI Jakub,POL,01:23.262,83.262,3.001,-18.735
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,9,SPICAR Jakub,CZE,01:23.284,83.284,3.028,-18.713
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,9,SLOUF Radek,CZE,01:23.284,83.284,3.028,-18.713
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,9,ZAVREL Jakub,CZE,01:23.284,83.284,3.028,-18.713
2022,WCh,"Halifax, CAN",K4 men 500 m,K4,H,500,9,Havel Daniel,CZE,01:23.284,83.284,3.028,-18.713
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,1,Naja Karolina,POL,01:30.709,90.709,0.0,-11.466
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,1,PULAWSKA Anna,POL,01:30.709,90.709,0.0,-11.466
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,1,KAKOL Adrianna,POL,01:30.709,90.709,0.0,-11.466
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,1,PUTTO Dominika,POL,01:30.709,90.709,0.0,-11.466
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,2,BEERE Ella,AUS,01:32.782,92.782,2.285,-9.443
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,2,Bull Alyssa,AUS,01:32.782,92.782,2.285,-9.443
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,2,CLARKE Alexandra,AUS,01:32.782,92.782,2.285,-9.443
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,2,STEINEPREIS Yale,AUS,01:32.782,92.782,2.285,-9.443
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,3,Alanis Karina,MEX,01:33.242,93.242,2.792,-8.994
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,3,ROMERO Isabel,MEX,01:33.242,93.242,2.792,-8.994
2022,WCh,"Halifax, CAN",K4 women 500 m,K4,F,500,3,Briones Beatriz,MEX,01:33.242,93.242,2.792,-8.994
