year,competition,location,event_label,boat_class,gender,distance_m,rank,athlete,country,time_raw,time_seconds,pct_gap_winner,pct_gap_K1H_ref
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,4,TERZIC Dejan,SRB,02:49.12,169.12,1.44,-17.539
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,5,KRAJÄOVIÄ Marek,SVK,02:49.19,169.19,1.482,-17.505
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,5,MICHÃLEK Matej,SVK,02:49.19,169.19,1.482,-17.505
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,5,JAKUBÃK GÃ¡bor,SVK,02:49.19,169.19,1.482,-17.505
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,5,DEMIN Viktor,SVK,02:49.19,169.19,1.482,-17.505
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,6,Yurchenko Vitaly,RUS,02:50.09,170.09,2.021,-17.066
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,6,Pogreban Vasily,RUS,02:50.09,170.09,2.021,-17.066
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,6,VASILYEV Anton,RUS,02:50.09,170.09,2.021,-17.066
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,6,ZHESTKOV Oleg,RUS,02:50.09,170.09,2.021,-17.066
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,7,Miadzvedzeu Pavel,BLR,02:51.53,171.53,2.885,-16.364
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,7,Yurenia Aleh,BLR,02:51.53,171.53,2.885,-16.364
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,7,Piatrushenka Raman,BLR,02:51.53,171.53,2.885,-16.364
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,7,BIALKO Vitaliy,BLR,02:51.53,171.53,2.885,-16.364
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,8,Golendov Ilya,KAZ,02:51.46,171.46,2.843,-16.398
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,8,Sultanbekov Daulet,KAZ,02:51.46,171.46,2.843,-16.398
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,8,Yerguchyov Andrey,KAZ,02:51.46,171.46,2.843,-16.398
2014,WCh,"Moscow, RUS",K4 men 1.000 m,K4,H,1000,8,Yemelyanov Alexandr,KAZ,02:51.46,171.46,2.843,-16.398
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,1,CHEBAN Iurii,UKR,00:38.14,38.14,0.0,12.309
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,2,Korovashkov Alexey,RUS,00:38.14,38.14,0.0,12.309
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,3,BENAVIDES Alfonso,ESP,00:38.72,38.72,1.521,14.016
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,4,Kiraj Stefan,GER,00:38.82,38.82,1.783,14.311
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,5,Kozyr Artsem,BLR,00:38.87,38.87,1.914,14.458
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,6,Li Qiang,CHN,00:39.38,39.38,3.251,15.96
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,7,Silva Helder,ESP,00:39.40,39.4,3.304,16.019
2014,WCh,"Moscow, RUS",C1 men 200 m,C1,H,200,8,Tardioli Benjamin Biagio,CAN,00:39.60,39.6,3.828,16.608
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,1,Vincent-Lapointe Laurence,CAN,00:46.42,46.42,0.0,36.69
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,2,STAMENOVA Staniliya,BUL,00:46.98,46.98,1.206,38.339
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,3,Conceicao do Nascimento Valdenice,BRA,00:47.10,47.1,1.465,38.693
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,4,ANDREEVA Irina,RUS,00:47.80,47.8,2.973,40.754
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,5,JEZOVA Jana,CZE,00:48.05,48.05,3.511,41.49
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,6,LAKATOS Zsanett,HUN,00:48.25,48.25,3.942,42.079
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,7,AVEGNO Anggie,ECU,00:48.44,48.44,4.352,42.638
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,8,ALOKHINA Olga,UKR,00:49.74,49.74,7.152,46.466
2014,WCh,"Moscow, RUS",C1 women 200 m,C1,F,200,9,KLIMAVA Volha,BLR,00:50.53,50.53,8.854,48.793
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,1,QUEIROZ DOS SANTOS Isaquias,BRA,01:47.92,107.92,0.0,8.801
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,2,Brendel Sebastian,GER,01:49.43,109.43,1.399,10.324
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,3,FUKSA Martin,CZE,01:49.73,109.73,1.677,10.626
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,4,Pavlov Mikhail,RUS,01:50.38,110.38,2.279,11.281
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,5,Altukhov Pavlo,UKR,01:50.43,110.43,2.326,11.332
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,6,Khaut Kristof,HUN,01:51.60,111.6,3.41,12.511
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,7,Majollalimoghadam Adel,IRI,01:52.69,112.69,4.42,13.61
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,8,Kohut Rastislav,SVK,01:53.48,113.48,5.152,14.407
2014,WCh,"Moscow, RUS",C1 men 500 m,C1,H,500,9,Menkov Vadim,UZB,01:59.43,119.43,10.665,20.405
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,1,Brendel Sebastian,GER,03:44.58,224.58,0.0,9.503
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,2,FUKSA Martin,CZE,03:48.18,228.18,1.603,11.258
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,3,Vajda Attila,HUN,03:49.30,229.3,2.102,11.805
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,4,Altukhov Pavlo,UKR,03:49.61,229.61,2.24,11.956
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,5,Kaczor Tomasz,POL,03:49.80,229.8,2.324,12.048
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,6,Oldershaw Mark William,CAN,03:54.76,234.76,4.533,14.467
2014,WCh,"Moscow, RUS",C1 men 1.000 m,C1,H,1000,7,CAL David,ESP,04:01.87,241.87,7.699,17.934
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,1,Brendel Sebastian,GER,23:09.97,1389.97,0.0,14.591
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,2,Vajda Attila,HUN,23:11.06,1391.06,0.078,14.681
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,3,Petrov Pavel,RUS,23:18.22,1398.22,0.594,15.271
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,4,RUSNAK Matej,SVK,23:26.01,1406.01,1.154,15.914
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,5,Zheng Pangfei,CHN,23:38.69,1418.69,2.066,16.959
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,6,DUBSKY Vaclav,CZE,23:56.16,1436.16,3.323,18.399
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,7,Grzybovski Marcin,POL,24:03.88,1443.88,3.879,19.036
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,8,Chirila Iosif,ROU,24:47.53,1487.53,7.019,22.634
2014,WCh,"Moscow, RUS",C1 men 5.000 m,C1,H,5000,9,Shemetylo Eduard,UKR,24:54.05,1494.05,7.488,23.172
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,1,Korovashkov Alexey,RUS,00:35.35,35.35,0.0,4.093
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,1,Shtyl Ivan,RUS,00:35.35,35.35,0.0,4.093
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,2,Nuck Robert,GER,00:35.71,35.71,1.018,5.153
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,2,Holtz Stefan,GER,00:35.71,35.71,1.018,5.153
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,3,Silva Erlon de Sousa,BRA,00:36.06,36.06,2.008,6.184
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,3,QUEIROZ DOS SANTOS Isaquias,BRA,00:36.06,36.06,2.008,6.184
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,4,Rabchanka Dzmitry,BLR,00:36.30,36.3,2.687,6.89
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,4,Vauchetski Aliaksandr,BLR,00:36.30,36.3,2.687,6.89
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,5,LANTOS Adam,HUN,00:36.36,36.36,2.857,7.067
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,5,Nagy Peter,HUN,00:36.36,36.36,2.857,7.067
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,6,McCOOMBS Jason Stephen,CAN,00:36.78,36.78,4.045,8.304
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,6,Rublee Aaron Joshua,CAN,00:36.78,36.78,4.045,8.304
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,7,Torres Madrigal Serguey,CUB,00:36.80,36.8,4.102,8.363
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,7,BAEZ AVILA Rolexis,CUB,00:36.80,36.8,4.102,8.363
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,8,YEMELYANOV Mikhail,KAZ,00:37.00,37.0,4.668,8.952
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,8,Yemelyanov Timofey,KAZ,00:37.00,37.0,4.668,8.952
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,9,DUMITRESCU LAZAR Liviu,ROU,00:37.29,37.29,5.488,9.806
2014,WCh,"Moscow, RUS",C2 men 200 m,C2,H,200,9,Mihalachi Victor,ROU,00:37.29,37.29,5.488,9.806
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,1,Korovashkov Alexey,RUS,01:35.83,95.83,0.0,-3.387
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,1,Shtyl Ivan,RUS,01:35.83,95.83,0.0,-3.387
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,2,DUMITRESCU LAZAR Liviu,ROU,01:38.38,98.38,2.661,-0.817
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,2,Mihalachi Victor,ROU,01:38.38,98.38,2.661,-0.817
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,3,Torres Madrigal Serguey,CUB,01:39.39,99.39,3.715,0.202
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,3,BAEZ AVILA Rolexis,CUB,01:39.39,99.39,3.715,0.202
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,4,Bezugliy Sergiy,AZE,01:39.77,99.77,4.111,0.585
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,4,KUPIN Oleksiy,AZE,01:39.77,99.77,4.111,0.585
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,5,Vasbanyai Henrik,HUN,01:40.18,100.18,4.539,0.998
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,5,Mike Robert,HUN,01:40.18,100.18,4.539,0.998
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,6,Bahdanovich Andrei,BLR,01:40.95,100.95,5.343,1.774
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,6,Bahdanovich Aliaksandr,BLR,01:40.95,100.95,5.343,1.774
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,7,IANCHUK DMYTRO,UKR,01:41.32,101.32,5.729,2.147
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,7,Mishchuk Taras,UKR,01:41.32,101.32,5.729,2.147
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,8,CRACIUN NICOLAE,ITA,01:42.27,102.27,6.72,3.105
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,8,SANTINI Daniele,ITA,01:42.27,102.27,6.72,3.105
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,9,Nuck Robert,GER,01:51.30,111.3,16.143,12.209
2014,WCh,"Moscow, RUS",C2 men 500 m,C2,H,500,9,Holtz Stefan,GER,01:51.30,111.3,16.143,12.209
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,1,DUMITRESCU LAZAR Liviu,ROU,03:28.34,208.34,0.0,1.585
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,1,Mihalachi Victor,ROU,03:28.34,208.34,0.0,1.585
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,2,Vasbanyai Henrik,HUN,03:28.69,208.69,0.168,1.755
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,2,Mike Robert,HUN,03:28.69,208.69,0.168,1.755
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,3,OELTZE Yul,GER,03:30.44,210.44,1.008,2.609
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,3,Verch Ronald,GER,03:30.44,210.44,1.008,2.609
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,4,Russell Benjamin Rolph,CAN,03:30.94,210.94,1.248,2.852
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,4,Beauchesne-Sevigny Gabriel,CAN,03:30.94,210.94,1.248,2.852
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,5,Radon Jaroslav,CZE,03:31.33,211.33,1.435,3.043
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,5,Dvorak Filip,CZE,03:31.33,211.33,1.435,3.043
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,6,Beugnet Mathieu,FRA,03:32.77,212.77,2.126,3.745
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,6,BART Adrien,FRA,03:32.77,212.77,2.126,3.745
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,7,MELANTEV Viktor,RUS,03:33.09,213.09,2.28,3.901
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,7,Pervukhin Ilya,RUS,03:33.09,213.09,2.28,3.901
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,8,Silva Erlon de Sousa,BRA,03:33.33,213.33,2.395,4.018
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,8,OLIVEIRA Ronilson Matias,BRA,03:33.33,213.33,2.395,4.018
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,9,Vandiuk Yurii,UKR,03:33.39,213.39,2.424,4.047
2014,WCh,"Moscow, RUS",C2 men 1.000 m,C2,H,1000,9,Rybachok Andrii,UKR,03:33.39,213.39,2.424,4.047
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,1,Shamshurin Kirill,RUS,03:10.70,190.7,0.0,-7.016
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,1,Ishmukhamedov Rasul,RUS,03:10.70,190.7,0.0,-7.016
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,1,MELANTEV Viktor,RUS,03:10.70,190.7,0.0,-7.016
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,1,Pervukhin Ilya,RUS,03:10.70,190.7,0.0,-7.016
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,2,Rabchanka Dzmitry,BLR,03:13.42,193.42,1.426,-5.69
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,2,Vaitsishkin Dzmitry,BLR,03:13.42,193.42,1.426,-5.69
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,2,Harazha Dzianis,BLR,03:13.42,193.42,1.426,-5.69
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,2,Vauchetski Aliaksandr,BLR,03:13.42,193.42,1.426,-5.69
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,3,Vass Andras,HUN,03:13.50,193.5,1.468,-5.651
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,3,Kiss Tamas,HUN,03:13.50,193.5,1.468,-5.651
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,3,Sarudi Pal,HUN,03:13.50,193.5,1.468,-5.651
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,3,Varga David,HUN,03:13.50,193.5,1.468,-5.651
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,4,Gheoca Gabriel,ROU,03:14.57,194.57,2.029,-5.129
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,4,Condrat Petre,ROU,03:14.57,194.57,2.029,-5.129
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,4,Chirila Iosif,ROU,03:14.57,194.57,2.029,-5.129
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,4,Comanici Florin,ROU,03:14.57,194.57,2.029,-5.129
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,5,HENNIG Sebastian,GER,03:15.17,195.17,2.344,-4.837
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,5,Leue Erik,GER,03:15.17,195.17,2.344,-4.837
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,5,Mueller Michael,GER,03:15.17,195.17,2.344,-4.837
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,5,KRETSCHMER Peter,GER,03:15.17,195.17,2.344,-4.837
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,6,KAYUMOV Ildar,UZB,03:15.83,195.83,2.69,-4.515
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,6,Menkov Vadim,UZB,03:15.83,195.83,2.69,-4.515
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,6,Mirbekov Serik,UZB,03:15.83,195.83,2.69,-4.515
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,6,Kochnev Gerasim,UZB,03:15.83,195.83,2.69,-4.515
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,7,JANDA Tomas,CZE,03:16.28,196.28,2.926,-4.296
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,7,DUBSKY Vaclav,CZE,03:16.28,196.28,2.926,-4.296
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,7,RUSO VojtÄch,CZE,03:16.28,196.28,2.926,-4.296
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,7,Miskovsky Radek,CZE,03:16.28,196.28,2.926,-4.296
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,8,Kuleta Piotr,POL,03:16.98,196.98,3.293,-3.954
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,8,Grzybovski Marcin,POL,03:16.98,196.98,3.293,-3.954
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,8,KAMINSKI Mateusz,POL,03:16.98,196.98,3.293,-3.954
2014,WCh,"Moscow, RUS",C4 men 1.000 m,C4,H,1000,8,SLOMINSKI Vincent,POL,03:16.98,196.98,3.293,-3.954
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,1,Ostrom Petter,SWE,34.644,34.644,0.0,0.0
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,2,DE JONGHE Mark,CAN,34.674,34.674,0.087,0.087
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,3,Craviotto Rivero Saul,ESP,34.896,34.896,0.727,0.727
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,4,de CESARE Cesar,ECU,34.949,34.949,0.88,0.88
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,5,NAVAKAUSKAS Ignas,LTU,35.009,35.009,1.054,1.054
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,6,McKeever Edward,GBR,35.042,35.042,1.149,1.149
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,7,DRAGOSAVLJEVIC Marko,SRB,35.203,35.203,1.614,1.614
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,8,Siemionowski Piotr,POL,35.556,35.556,2.632,2.632
2013,WCh,"Duisburg, GER",K1 men 200 m,K1,H,200,9,RUMJANCEVS Aleksejs,LAT,35.733,35.733,3.143,3.143
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,1,CARRINGTON Lisa,NZL,39.522,39.522,0.0,14.08
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,2,Walczykiewicz Marta,POL,39.712,39.712,0.481,14.629
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,3,PONOMARENKO JANIC Spela,SLO,39.951,39.951,1.085,15.319
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,4,Portela Teresa,ESP,40.246,40.246,1.832,16.17
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,5,DOUCHEV JANIC Natasa,HUN,40.349,40.349,2.093,16.467
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,6,Kohlova Martina,SVK,40.839,40.839,3.332,17.882
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,7,Klinova Inna,KAZ,40.887,40.887,3.454,18.02
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,8,POLYAKOVA Elena,RUS,40.97,40.97,3.664,18.26
2013,WCh,"Duisburg, GER",K1 women 200 m,K1,F,200,9,Vasconcelos Joana,POR,41.04,41.04,3.841,18.462
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,1,LIEBSCHER Tom,GER,01:40.51,100.51,0.0,0.0
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,2,Poulsen Rene Holten,DEN,01:41.63,101.63,1.114,1.114
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,3,Hybois Arnaud,FRA,01:41.80,101.8,1.283,1.283
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,4,Dombvari Bence,HUN,01:42.47,102.47,1.95,1.95
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,5,BRANDJES Bram,NED,01:43.75,103.75,3.224,3.224
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,6,Twardowski Marek,POL,01:44.07,104.07,3.542,3.542
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,7,Gelle Peter,SVK,01:44.63,104.63,4.099,4.099
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,8,Tootsi Tarmo,EST,01:44.63,104.63,4.099,4.099
2013,WCh,"Duisburg, GER",K1 men 500 m,K1,H,500,9,WALLACE Ken,AUS,01:49.05,109.05,8.497,8.497
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,1,Kozak Danuta,HUN,01:57.39,117.39,0.0,16.794
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,2,WAGNER AUGUSTIN Katrin,GER,01:58.30,118.3,0.775,17.7
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,3,CARRINGTON Lisa,NZL,01:58.62,118.62,1.048,18.018
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,4,PONOMARENKO JANIC Spela,SLO,01:59.07,119.07,1.431,18.466
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,5,Cawthorn Rachel,GBR,02:01.33,121.33,3.356,20.714
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,6,HANSEN Henriette,DEN,02:01.87,121.87,3.816,21.252
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,7,GUYOT Sarah,FRA,02:01.96,121.96,3.893,21.341
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,8,HARTLEY Bridgitte,RSA,02:02.63,122.63,4.464,22.008
2013,WCh,"Duisburg, GER",K1 women 500 m,K1,F,500,9,Nichols Alana,AUS,02:02.90,122.9,4.694,22.276
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,1,Hoff Max,GER,03:44.21,224.21,0.0,0.0
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,2,WALLACE Ken,AUS,03:44.65,224.65,0.196,0.196
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,3,Dombvari Bence,HUN,03:44.68,224.68,0.21,0.21
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,4,CUBELOS Francisco,ESP,03:45.78,225.78,0.7,0.7
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,5,Poulsen Rene Holten,DEN,03:46.88,226.88,1.191,1.191
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,6,Rosolski Rafal,POL,03:47.94,227.94,1.664,1.664
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,7,Gelle Peter,SVK,03:49.38,229.38,2.306,2.306
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,8,Kirchev Miroslav,BUL,03:49.52,229.52,2.368,2.368
2013,WCh,"Duisburg, GER",K1 men 1.000 m,K1,H,1000,9,Zakrajsek Jost,SLO,03:49.92,229.92,2.547,2.547
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,1,Medveczky Erika,HUN,04:11.34,251.34,0.0,12.1
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,2,HANTL Verena,GER,04:14.13,254.13,1.11,13.345
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,3,Dzieniszewska Edyta,POL,04:14.68,254.68,1.329,13.59
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,4,Rikala Anne,FIN,04:16.12,256.12,1.902,14.232
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,5,GRISHINA Aleksandra,BLR,04:17.89,257.89,2.606,15.022
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,6,HANSEN Henriette,DEN,04:18.76,258.76,2.952,15.41
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,7,CAMINESCU Florentina,ROU,04:19.24,259.24,3.143,15.624
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,8,SERGEYEVA Natalya,KAZ,04:19.37,259.37,3.195,15.682
2013,WCh,"Duisburg, GER",K1 women 1.000 m,K1,F,1000,9,STAROVIC Milica,SRB,04:20.48,260.48,3.637,16.177
